,RECV_CPLT_DM,EVT_CL_CD,HPPN_PNU_ADDR,HPPN_X,HPPN_Y,RECV_year,RECV_month,RECV_day,RECV_hour,RECV_minute,RECV_second,total_address,city,cluster
11957,20/08/24 22:24:25,401,세종특별자치시 소담동 502 ,127.30127,36.48634,20,8,24,22,24,25,"번화1로, 읍내동, 서산시, 충청남도, 31992, 대한민국",세종특별자치시,22
11959,20/08/24 16:45:20,401,세종특별자치시 세종시 도담동(행정:도담동) 942,127.26152334,36.50852714,20,8,24,16,45,20,"미라1길, 쌍용1동, 쌍용동, 서북구, 천안시, 충청남도, 31149, 대한민국",세종특별자치시,34
11961,20/08/26 08:23:10,401,세종특별자치시 세종시 연기면 산울리(연기면) 371-21,127.26142518,36.52537079,20,8,26,8,23,10,"공림사거리, 무학로, 예천동, 풍전리, 서산시, 충청남도, 31997, 대한민국",세종특별자치시,14
11965,20/08/26 08:02:40,401,세종특별자치시 세종시 소담동(행정:소담동) ,127.308158,36.48009,20,8,26,8,2,40,"101, 쌍용대로, 봉명동, 동남구, 천안시, 충청남도, 31148, 대한민국",세종특별자치시,20
11966,20/08/25 22:28:22,401,세종특별자치시 세종시 나성동(행정:새롬동) 361-190,127.25789486,36.4896474,20,8,25,22,28,22,"백석대학빌딩, 129-12, 동서대로, 성정2동, 성정동, 서북구, 천안시, 충청남도, 31109, 대한민국",세종특별자치시,43
11969,20/08/26 17:27:53,401,세종특별자치시 세종시 가람동(행정:한솔동) ,127.250941,36.470896,20,8,26,17,27,53,"102, 옥천로, 신흥동, 신인동, 동구, 대전, 34641, 대한민국",세종특별자치시,13
11970,20/08/26 16:28:47,401,세종특별자치시 세종시 가람동(행정:한솔동) 970,127.251663,36.470896,20,8,26,16,28,47,"궁리길, 소정면, 세종, 30001, 대한민국",세종특별자치시,13
11971,20/08/26 11:13:37,401,세종특별자치시 세종시 종촌동(행정:종촌동) 664,127.249691,36.503726,20,8,26,11,13,37,"믿음한의원, 당진중앙1로, 읍내동, 당진시, 충청남도, 31776, 대한민국",세종특별자치시,38
11972,20/08/26 12:20:15,401,세종특별자치시 새롬동 산19 ,127.25066,36.48717,20,8,26,12,20,15,"대전 공업 고등학교, 진잠로42번길, 원내동, 진잠동, 유성구, 대전, 34228, 대한민국",세종특별자치시,31
11973,20/08/26 11:44:16,401,세종특별자치시 세종시 한솔동(한솔동) 1234,127.255948,36.475532,20,8,26,11,44,16,"1472, 대덕대로, 문평동, 목상동, 대덕구, 대전, 34322, 대한민국",세종특별자치시,13
11974,20/08/26 19:00:22,401,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) ,127.29302,36.5828,20,8,26,19,0,22,"어진동, 도담동, 세종, 30118, 대한민국",세종특별자치시,12
11975,20/08/26 21:49:27,401,세종특별자치시 세종시 새롬동(행정:새롬동) 산27,127.249108,36.488811,20,8,26,21,49,27,"신탄진로, 와동, 회덕동, 대덕구, 대전, 34344, 대한민국",세종특별자치시,31
11976,20/08/26 19:04:39,401,세종특별자치시 세종시 연서면 봉암리(연서면) 230-3,127.284358,36.561395,20,8,26,19,4,39,"부여축협, 성왕로193번길, 구아리, 부여군, 충청남도, 33150, 대한민국",세종특별자치시,10
11979,20/08/26 23:20:24,401,세종특별자치시 세종시 전의면 읍내리(행정:전의면) 254-24,127.20434,36.67946,20,8,26,23,20,24,"행복셀프주유소, 대청로, 동대동, 보령시, 충청남도, 33430, 대한민국",세종특별자치시,0
11982,20/08/25 13:04:57,401,세종특별자치시 세종시 도담동(행정:도담동) ,127.258134,36.513558,20,8,25,13,4,57,"한국과학기술원, 291, 대학로, 구성동, 온천2동, 온천동, 유성구, 대전, 34141, 대한민국",세종특별자치시,35
11983,20/08/25 19:51:49,401,세종특별자치시 세종시 조치원읍 번암리(행정:조치원읍) 160-18,127.293138,36.582747,20,8,25,19,51,49,"금산천길, 하옥리, 금산군, 충청남도, 32734, 대한민국",세종특별자치시,12
11985,20/08/25 19:48:08,401,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) ,127.304796,36.603104,20,8,25,19,48,8,"부성장로교회, 11, 양지4길, 봉명동, 동남구, 천안시, 충청남도, 31147, 대한민국",세종특별자치시,21
11987,20/08/28 00:35:25,401,세종특별자치시 세종시 다정동(행정:새롬동) 산28,127.244608,36.496338,20,8,28,0,35,25,"번영2로, 신관동, 공주시, 충청남도, 32586, 대한민국",세종특별자치시,37
11988,20/08/28 00:35:39,401,세종특별자치시 세종시 다정동(행정:새롬동) 산28,127.244608,36.496338,20,8,28,0,35,39,"금산읍, 금산군, 충청남도, 대한민국",세종특별자치시,37
11989,20/08/28 00:35:35,401,세종특별자치시 다정동 306 ,127.2449,36.49601,20,8,28,0,35,35,"예인치과, 불당17길, 불당동, 서북구, 천안시, 충청남도, 31163, 대한민국",세종특별자치시,37
11990,20/08/28 00:35:40,401,세종특별자치시 다정동 306 ,127.2449,36.49601,20,8,28,0,35,40,"네이버타워, 9, 호려울로, 보람동, 신촌리, 세종, 30151, 대한민국",세종특별자치시,37
11991,20/08/27 16:50:00,401,세종특별자치시 세종시 도담동(행정:도담동) 655,127.258453,36.51593,20,8,27,16,50,0,"신정로, 아산시, 충청남도, 31565, 대한민국",세종특별자치시,35
11992,20/08/27 17:48:21,401,세종특별자치시 세종시 나성동(행정:새롬동) 764,127.257079,36.489978,20,8,27,17,48,21,"한빛대교IC, 갑천도시고속도로, 와동, 회덕동, 대덕구, 대전, 34348, 대한민국",세종특별자치시,43
11994,20/08/27 21:32:41,401,세종특별자치시 세종시 보람동(보람동) 634-3,127.295494,36.480457,20,8,27,21,32,41,"오룡역 2번출구, 동서대로1304번길, 오류동, 중구, 대전, 34907, 대한민국",세종특별자치시,23
11995,20/08/27 20:14:00,401,세종특별자치시 금남면 두만리 37-6 ,127.29499,36.42267,20,8,27,20,14,0,"한국과학기술원, 291, 대학로, 구성동, 온천2동, 온천동, 유성구, 대전, 34141, 대한민국",세종특별자치시,6
11998,20/08/28 18:13:41,401,세종특별자치시 세종시 보람동(행정:보람동) 669,127.290076,36.477312,20,8,28,18,13,41,"계백로, 유천2동, 유천동, 중구, 대전, 34899, 대한민국",세종특별자치시,23
12001,20/08/28 18:08:19,401,세종특별자치시 세종시 보람동(행정:보람동) 669,127.290076,36.477312,20,8,28,18,8,19,"대덕대로, 갈마1동, 갈마동, 서구, 대전, 35286, 대한민국",세종특별자치시,23
12004,20/08/28 17:07:15,401,세종특별자치시 조치원읍 신흥리 131 ,127.28999,36.5915,20,8,28,17,7,15,"대사동 행정복지센터, 65, 충무로, 대사동, 중구, 대전, 34954, 대한민국",세종특별자치시,16
12005,20/08/28 18:48:05,401,세종특별자치시 세종시 보람동(행정:보람동) 669,127.290076,36.477312,20,8,28,18,48,5,"나, 온화로, 온천동, 아산시, 충청남도, 31573, 대한민국",세종특별자치시,23
12007,20/08/28 19:32:57,401,세종특별자치시 세종시 부강면 부강리(부강면) 418-9,127.36579535,36.52978447,20,8,28,19,32,57,"불당동문화카페거리, 불당대로, 불당동, 서북구, 천안시, 충청남도, 31169, 대한민국",세종특별자치시,4
12010,20/08/28 21:38:35,401,세종특별자치시 아름동 산46 ,127.24629,36.51169,20,8,28,21,38,35,"청룡길, 당진시, 충청남도, 31774, 대한민국",세종특별자치시,33
12012,20/08/28 23:23:30,401,세종특별자치시 다정동 363-5 ,127.25522,36.49085,20,8,28,23,23,30,"305, 쌍용대로, 봉명동, 동남구, 천안시, 충청남도, 31148, 대한민국",세종특별자치시,43
12013,20/08/28 22:27:10,401,세종특별자치시 조치원읍 원리 14 ,127.29698,36.60122,20,8,28,22,27,10,"진잠로74번길, 원내동, 진잠동, 유성구, 대전, 34228, 대한민국",세종특별자치시,25
12014,20/08/28 20:52:19,401,세종특별자치시 세종시 소정면 운당리(행정:소정면) 107-7,127.15167,36.69837,20,8,28,20,52,19,"대전축협, 둔산남로9번길, 둔산2동, 둔산동, 서구, 대전, 35234, 대한민국",세종특별자치시,1
12015,20/08/28 22:20:40,401,세종특별자치시 조치원읍 신흥리 269-7 ,127.29001,36.59514,20,8,28,22,20,40,"곰에스프레소 (GomEspresso) 정림점, 정림동로5번길, 정림동, 서구, 대전, 35396, 대한민국",세종특별자치시,15
12016,20/08/28 19:45:46,401,세종특별자치시 세종시 부강면 부강리(부강면) 418-9,127.36579535,36.52978447,20,8,28,19,45,46,"용두터널, 송촌리, 아산시, 충청남도, 31416, 대한민국",세종특별자치시,4
12019,20/08/28 20:46:40,401,세종특별자치시 세종시 소정면 운당리(행정:소정면) 107-7,127.15167,36.69837,20,8,28,20,46,40,"쌍용13길, 쌍용동, 쌍용2동, 쌍용동, 서북구, 천안시, 충청남도, 31166, 대한민국",세종특별자치시,1
12020,20/08/28 22:09:02,401,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍) 106,127.29227,36.594882,20,8,28,22,9,2,"북부산업로, 초락도리, 당진시, 충청남도, 대한민국",세종특별자치시,15
12021,20/08/28 22:41:43,401,세종특별자치시 세종시 종촌동(행정:종촌동) ,127.249885,36.50467,20,8,28,22,41,43,"대둔산로, 지량리, 금산군, 충청남도, 35411, 대한민국",세종특별자치시,38
12023,20/08/28 11:32:02,401,세종특별자치시 세종시 도담동(행정:도담동) 675,127.25787312,36.51465973,20,8,28,11,32,2,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,35
12024,20/08/28 09:06:10,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 6-8,127.298871,36.60111,20,8,28,9,6,10,"그린마트, 잔디로, 산성동, 중구, 대전, 34989, 대한민국",세종특별자치시,25
12025,20/08/28 10:46:24,401,세종특별자치시 세종시 한솔동(행정:한솔동) 984,127.254,36.47427,20,8,28,10,46,24,"망향 휴게소 (부상 방향), 23-37, 돌다리길, 성거읍, 서북구, 천안시, 충청남도, 31053, 대한민국",세종특별자치시,13
12026,20/08/28 12:07:55,401,세종특별자치시 세종시 연기면 보통리(행정:연기면) 384-6,127.276945,36.554438,20,8,28,12,7,55,"성진로, 직산읍, 서북구, 천안시, 충청남도, 31041, 대한민국",세종특별자치시,9
12027,20/08/28 12:14:10,401,세종특별자치시 세종시 연기면 보통리(행정:연기면) 384-6,127.276945,36.554438,20,8,28,12,14,10,"부춘3로, 읍내동, 서산시, 충청남도, 31970, 대한민국",세종특별자치시,9
12028,20/08/27 10:42:02,401,세종특별자치시 세종시 다정동(행정:종촌동) ,127.240469,36.499754,20,8,27,10,42,2,"충서로, 금마면, 홍성군, 충청남도, 32280, 대한민국",세종특별자치시,40
12030,20/08/27 12:29:46,401,세종특별자치시 세종시 금남면 용포리(행정:금남면) 120-3,127.28101026,36.46405101,20,8,27,12,29,46,"도청대로, 홍성읍, 홍성군, 충청남도, 32236, 대한민국",세종특별자치시,26
12031,20/08/27 14:29:30,401,세종특별자치시 세종시 고운동(도담동) 산159 ,127.23949629,36.51613649,20,8,27,14,29,30,"소아동, 문화로, 문화동, 문화1동, 대사동, 중구, 대전, 34962, 대한민국",세종특별자치시,30
12032,20/08/27 10:41:57,401,세종특별자치시 세종시 다정동(새롬동) 50-12,127.24050073,36.49980876,20,8,27,10,41,57,"당진중앙2로, 채운동, 당진시, 충청남도, 31769, 대한민국",세종특별자치시,40
12035,20/08/27 15:05:35,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) ,127.297825,36.600548,20,8,27,15,5,35,"광풍로, 동남구, 천안시, 충청남도, 31221, 대한민국",세종특별자치시,25
12036,20/08/27 10:43:30,401,세종특별자치시 세종시 종촌동(종촌동) 688,127.240545,36.4999992,20,8,27,10,43,30,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,40
12037,20/08/27 10:40:47,401,세종특별자치시 세종시 다정동(행정:종촌동) ,127.240469,36.499754,20,8,27,10,40,47,"계룡로, 탄방동, 서구, 대전, 35235, 대한민국",세종특별자치시,40
12039,20/08/29 07:50:24,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 989-1,127.36082,36.531751,20,8,29,7,50,24,"신진도리, 태안군, 충청남도, 32131, 대한민국",세종특별자치시,4
12040,20/08/29 10:19:30,401,세종특별자치시 세종시 도담동(행정:도담동) 654,127.26003,36.515157,20,8,29,10,19,30,"원성21길, 원성동, 동남구, 천안시, 충청남도, 31125, 대한민국",세종특별자치시,35
12045,20/08/29 21:45:34,401,세종특별자치시 세종시 가람동(행정:한솔동) ,127.250941,36.470896,20,8,29,21,45,34,"노을빛진산펜션, 몽대로, 몽산리, 태안군, 충청남도, 32154, 대한민국",세종특별자치시,13
12046,20/08/29 20:10:16,401,세종특별자치시 세종시 나성동(행정:새롬동) 797,127.258857,36.490227,20,8,29,20,10,16,"12, 신탄진로810번길, 신탄진동, 대덕구, 대전, 34311, 대한민국",세종특별자치시,43
12048,20/08/30 16:31:20,401,세종특별자치시 조치원읍 서창리 274 ,127.2897,36.61395,20,8,30,16,31,20,"서부대로, 봉명동, 동남구, 천안시, 충청남도, 31149, 대한민국",세종특별자치시,8
12050,20/08/30 16:31:20,401,세종특별자치시 조치원읍 서창리 274 ,127.2897,36.61395,20,8,30,16,31,20,"북문로1길, 읍내동, 당진시, 충청남도, 31776, 대한민국",세종특별자치시,8
12051,20/08/29 16:41:15,401,세종특별자치시 세종시 조치원읍 상리(행정:조치원읍) 168-1,127.30514649,36.6032397,20,8,29,16,41,15,"도산로, 탄방동, 서구, 대전, 35258, 대한민국",세종특별자치시,21
12052,20/08/29 12:09:28,401,세종특별자치시 세종시 도담동(행정:도담동) 654,127.260178,36.51548,20,8,29,12,9,28,"구계연종길, 연종리, 공주시, 충청남도, 32520, 대한민국",세종특별자치시,35
12053,20/08/29 13:24:50,401,세종특별자치시 세종시 보람동(행정:보람동) 631-6,127.292687,36.47859,20,8,29,13,24,50,"연암산로, 원남리, 아산시, 충청남도, 31416, 대한민국",세종특별자치시,23
12054,20/08/29 15:29:32,401,세종특별자치시 세종시 전의면 동교리(행정:전의면) 251-10,127.204443,36.688093,20,8,29,15,29,32,"장곡교차로, , 동곡리, 당진시, 충청남도, 대한민국",세종특별자치시,0
12055,20/08/29 11:44:10,401,세종특별자치시 조치원읍 원리 12-9 ,127.2978,36.60086,20,8,29,11,44,10,"남포방조제로, 관당리, 보령시, 충청남도, 33488, 대한민국",세종특별자치시,25
12059,20/08/31 13:22:45,401,세종특별자치시 금남면 두만리 265-5 ,127.2878,36.42831,20,8,31,13,22,45,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,6
12061,20/08/31 11:23:55,401,세종특별자치시 연서면 월하리 1160-13 ,127.29105,36.57383,20,8,31,11,23,55,"검상안길, 검상동, 만수리, 공주시, 충청남도, 32602, 대한민국",세종특별자치시,11
12062,20/08/31 15:49:10,401,세종특별자치시 세종시 보람동(행정:보람동) 700-82,127.286827,36.476701,20,8,31,15,49,10,"금성동, 공주시, 충청남도, 32537, 대한민국",세종특별자치시,23
12063,20/08/31 11:04:29,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 418-9,127.365721,36.529566,20,8,31,11,4,29,"송월부영아파트, 예향로, 송월동, 나주시, 전라남도, 58257, 대한민국",세종특별자치시,4
12064,20/08/31 11:03:55,401,세종특별자치시 부강면 부강리 413-1 ,127.36584,36.52973,20,8,31,11,3,55,"세이브존, 둔산로, 둔산3동, 둔산동, 서구, 대전, 35248, 대한민국",세종특별자치시,4
12066,20/08/31 23:25:11,401,세종특별자치시 세종시 도담동(행정:도담동) ,127.258219,36.519385,20,8,31,23,25,11,"대전통영고속도로, 비룡동, 대청동, 동구, 대전, 34501, 대한민국",세종특별자치시,35
12068,20/08/31 21:54:26,401,세종특별자치시 세종시 장군면 봉안리(행정:장군면) 303-4,127.2224274,36.50159639,20,8,31,21,54,26,"동남구, 천안시, 충청남도, 31065, 대한민국",세종특별자치시,29
12071,20/08/31 17:12:01,401,세종특별자치시 세종시 조치원읍 교리(행정:조치원읍) 10-4,127.29802299,36.60435699,20,8,31,17,12,1,"선화로, 선화동, 은행선화동, 중구, 대전, 34835, 대한민국",세종특별자치시,24
12072,20/08/31 17:53:02,401,세종특별자치시 세종시 한솔동(행정:한솔동) 978,127.25747,36.47346,20,8,31,17,53,2,"한밭대로, 온천1동, 온천동, 유성구, 대전, 35226, 대한민국",세종특별자치시,13
12077,20/09/01 11:11:34,401,세종특별자치시 세종시 연서면 월하리(연서면) 486-8,127.2911111,36.5741667,20,9,1,11,11,34,"갈산터널, 갈산면, 홍성군, 충청남도, 32202, 대한민국",세종특별자치시,11
12079,20/09/01 09:05:54,401,세종특별자치시 세종시 연기면 세종리(연기면) 551-256,127.25945513,36.46913498,20,9,1,9,5,54,"복수할인마트, 복수남로, 복수동, 서구, 대전, 35411, 대한민국",세종특별자치시,13
12080,20/09/01 11:12:30,401,세종특별자치시 세종시 연서면 월하리(연서면) 486-8,127.2911111,36.5741667,20,9,1,11,12,30,"충남마트, 대학로, 궁동, 온천2동, 온천동, 유성구, 대전, 34184, 대한민국",세종특별자치시,11
12084,20/09/01 17:46:52,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 459-2,127.3670656,36.52967812,20,9,1,17,46,52,"부창로, 부창동, 논산시, 충청남도, 32955, 대한민국",세종특별자치시,4
12087,20/09/01 16:15:10,401,세종특별자치시 세종시 나성동(행정:새롬동) 721,127.26194611,36.47990718,20,9,1,16,15,10,"111, 용운로205번길, 용운동, 동구, 대전, 34523, 대한민국",세종특별자치시,44
12088,20/09/01 17:28:12,401,세종특별자치시 세종시 전의면 유천리(행정:전의면) ,127.170835,36.683344,20,9,1,17,28,12,"이준형치과의원, 대종로, 석교동, 문창동, 중구, 대전, 35035, 대한민국",세종특별자치시,2
12093,20/09/02 18:31:26,401,세종특별자치시 세종시 전의면 동교리(행정:전의면) 251-10,127.204443,36.688093,20,9,2,18,31,26,"논산평야로, 대교동, 원봉리, 논산시, 충청남도, 32968, 대한민국",세종특별자치시,0
12094,20/09/02 08:42:34,401,세종특별자치시 세종시 아름동(행정:아름동) ,127.248802,36.527806,20,9,2,8,42,34,"내동2단지, 대학로65번길, 내동, 와야리, 논산시, 충청남도, 32991, 대한민국",세종특별자치시,17
12099,20/09/02 09:47:50,401,세종특별자치시 세종시 한솔동(행정:한솔동) 971,127.249219,36.476507,20,9,2,9,47,50,"성주산로, 보령시, 충청남도, 33485, 대한민국",세종특별자치시,13
12100,20/09/02 07:36:37,401,세종특별자치시 세종시 어진동(행정:도담동) 709,127.25819,36.498338,20,9,2,7,36,37,"연곡육교, 연곡길, 입장면, 미양면, 안성시, 경기도, 17602, 대한민국",세종특별자치시,42
12101,20/09/02 08:46:59,401,세종특별자치시 세종시 고운동(고운동) 383-7,127.2473627,36.52921014,20,9,2,8,46,59,"바른한의원, 중앙로, 대천동, 보령시, 충청남도, 33453, 대한민국",세종특별자치시,17
12103,20/09/03 01:14:05,401,세종특별자치시 소담동 32-41 ,127.30539,36.48185,20,9,3,1,14,5,"245, 쌍용대로, 성정2동, 성정동, 서북구, 천안시, 충청남도, 31109, 대한민국",세종특별자치시,20
12108,20/09/03 01:14:05,401,세종특별자치시 세종시 반곡동(행정:소담동) 203-249,127.309965,36.481224,20,9,3,1,14,5,"동남구, 천안시, 충청남도, 31231, 대한민국",세종특별자치시,20
12109,20/09/03 01:14:50,401,세종특별자치시 세종시 소담동(소담동) 32-41,127.306556,36.48205,20,9,3,1,14,50,"불당5길, 불당동, 서북구, 천안시, 충청남도, 31169, 대한민국",세종특별자치시,20
12110,20/09/01 22:23:17,401,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 252-6,127.29236522,36.60492421,20,9,1,22,23,17,"동남구, 천안시, 충청남도, 31116, 대한민국",세종특별자치시,18
12115,20/09/02 19:39:06,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) 464-41,127.36827,36.52905,20,9,2,19,39,6,"대전도솔초등학교, 80, 원도안로, 가수원동, 서구, 대전, 35367, 대한민국",세종특별자치시,4
12116,20/09/04 11:46:52,401,세종특별자치시 세종시 조치원읍 정리(행정:조치원읍) 66-8,127.29947,36.59866,20,9,4,11,46,52,"담양경찰서 대전파출소, 4, 대전로, 대치리, 담양군, 전라남도, 57328, 대한민국",세종특별자치시,25
12118,20/09/04 13:56:39,401,세종특별자치시 세종시 도담동(행정:도담동) ,127.258495,36.515586,20,9,4,13,56,39,"망향로, 동남구, 천안시, 충청남도, 31116, 대한민국",세종특별자치시,35
12119,20/09/04 15:15:25,401,세종특별자치시 세종시 어진동(도담동) 550,127.2627778,36.5066667,20,9,4,15,15,25,"계백로, 진잠동, 유성구, 대전, 32837, 대한민국",세종특별자치시,34
12121,20/09/04 17:09:10,401,세종특별자치시 다정동 4-1 ,127.24869,36.49706,20,9,4,17,9,10,"해월로, 반월동, 논산시, 충청남도, 32968, 대한민국",세종특별자치시,37
12123,20/09/04 17:56:45,401,세종특별자치시 조치원읍 죽림리 10-14 ,127.29822,36.59356,20,9,4,17,56,45,"백석로, 백석동, 서북구, 천안시, 충청남도, 31094, 대한민국",세종특별자치시,16
12125,20/09/04 20:34:13,401,세종특별자치시 세종시 아름동(행정:아름동) ,127.249663,36.511364,20,9,4,20,34,13,"배독생기한의원 대전점, 대덕대로, 둔산2동, 둔산동, 서구, 대전, 35234, 대한민국",세종특별자치시,33
12128,20/09/04 10:37:31,401,세종특별자치시 세종시 한솔동(한솔동) 168-63 ,127.2607664,36.48040442,20,9,4,10,37,31,"404, 용곡5길, 용곡동, 동남구, 천안시, 충청남도, 31183, 대한민국",세종특별자치시,44
12129,20/09/04 08:57:40,401,세종특별자치시 세종시 보람동(행정:보람동) 670,127.291076,36.477785,20,9,4,8,57,40,"경성유치원, 대덕대로162번길, 갈마동, 갈마1동, 갈마동, 서구, 대전, 35272, 대한민국",세종특별자치시,23
12130,20/09/03 21:16:41,401,세종특별자치시 세종시 가람동(한솔동) 74,127.25481373,36.47083102,20,9,3,21,16,41,"70, 불당23로, 불당동, 서북구, 천안시, 충청남도, 31156, 대한민국",세종특별자치시,13
12131,20/09/03 21:06:05,401,세종특별자치시 조치원읍 침산리 62-1 ,127.28968,36.60279,20,9,3,21,6,5,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,18
12132,20/09/03 21:16:33,401,세종특별자치시 세종시 가람동(한솔동) 120-2,127.251699,36.472024,20,9,3,21,16,33,"182, 불당25로, 불당동, 서북구, 천안시, 충청남도, 31156, 대한민국",세종특별자치시,13
12134,20/09/03 21:04:21,401,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 45-4,127.289726,36.60341212,20,9,3,21,4,21,"일봉동 행정복지센터, 48, 신용로, 봉명동, 동남구, 천안시, 충청남도, 31154, 대한민국",세종특별자치시,18
12135,20/09/03 19:58:32,401,세종특별자치시 세종시 보람동(보람동) 673-1,127.293735,36.480736,20,9,3,19,58,32,"대백제로, 구암리, 서천군, 충청남도, 33640, 대한민국",세종특별자치시,23
12136,20/09/06 03:43:44,401,세종특별자치시 세종시 연동면 합강리(행정:연동면) 산97-2,127.328215,36.531075,20,9,6,3,43,44,"삼현소송길, 소송리, 보령시, 충청남도, 33495, 대한민국",세종특별자치시,5
12137,20/09/05 20:13:53,401,세종특별자치시 세종시 도담동(행정:도담동) 669,127.25819604,36.51302819,20,9,5,20,13,53,"경부고속도로, 법1동, 법동, 회덕동, 대덕구, 대전, 34396, 대한민국",세종특별자치시,35
12138,20/09/05 19:11:19,401,세종특별자치시 세종시 부강면 부강리(행정:부강면) ,127.365347,36.532196,20,9,5,19,11,19,"세종로, 아름동, 세종, 30062, 대한민국",세종특별자치시,4
12139,20/09/05 18:04:23,401,세종특별자치시 세종시 조치원읍 신흥리(행정:조치원읍) 224-1,127.28863749,36.59442372,20,9,5,18,4,23,"미르지하차도, 용호동, 반곡동, 세종, 30060, 대한민국",세종특별자치시,15
12140,20/09/05 20:18:50,401,세종특별자치시 세종시 종촌동(도담동) 116 ,127.24772876,36.50059859,20,9,5,20,18,50,"유등천동로, 용두동, 중구, 대전, 34875, 대한민국",세종특별자치시,38
12141,20/09/05 17:00:42,401,세종특별자치시 세종시 보람동(행정:보람동) 700-74,127.28822897,36.47704715,20,9,5,17,0,42,"중앙공원서로, 세종동, 새롬동, 세종, 30106, 대한민국",세종특별자치시,23
12142,20/09/05 12:10:06,401,세종특별자치시 세종시 나성동(새롬동) 760,127.2569444,36.4913889,20,9,5,12,10,6,"무궁화아파트 101동, 장동로, 와동, 회덕동, 대덕구, 대전, 34346, 대한민국",세종특별자치시,43
12143,20/09/05 15:49:50,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) 2-13,127.29986,36.602144,20,9,5,15,49,50,"하나로마트.서산상공회의소, 고운로, 읍내동, 서산시, 충청남도, 31970, 대한민국",세종특별자치시,25
12146,20/09/06 17:15:33,401,세종특별자치시 세종시 종촌동(행정:종촌동) 673,127.247497,36.502754,20,9,6,17,15,33,"605, 불당11로, 불당동, 서북구, 천안시, 충청남도, 31165, 대한민국",세종특별자치시,38
12147,20/09/06 08:09:53,401,세종특별자치시 세종시 아름동(행정:아름동) ,127.241469,36.511669,20,9,6,8,9,53,"용문로, 괴정동, 서구, 대전, 35258, 대한민국",세종특별자치시,32
12148,20/09/06 21:46:25,401,세종특별자치시 세종시 소담동(행정:소담동) 36-11,127.301353,36.485728,20,9,6,21,46,25,"대전충남양돈농협, 갈마중로50번길, 갈마동, 갈마1동, 갈마동, 서구, 대전, 35272, 대한민국",세종특별자치시,22
12150,20/09/06 00:42:31,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 272-8,127.291436,36.602382,20,9,6,0,42,31,"예산한신아파트, 산성오피스텔, 산성리, 예산군, 충청남도, 32434, 대한민국",세종특별자치시,18
12152,20/09/06 00:33:05,401,세종특별자치시 세종시 조치원읍 침산리(행정:조치원읍) 272-8,127.291436,36.602382,20,9,6,0,33,5,"세종로, 다정동, 봉안리, 세종, 30125, 대한민국",세종특별자치시,18
12155,20/09/05 09:11:56,401,세종특별자치시 세종시 아름동(아름동) 1290,127.24949555,36.51217391,20,9,5,9,11,56,"충절로953번길, 고암리, 홍성군, 충청남도, 32236, 대한민국",세종특별자치시,33
12156,20/09/05 04:20:30,401,세종특별자치시 세종시 보람동(행정:보람동) 629-4,127.290238,36.47791,20,9,5,4,20,30,"새울로, 판암2동, 판암동, 동구, 대전, 34675, 대한민국",세종특별자치시,23
12157,20/09/05 04:22:31,401,세종특별자치시 세종시 보람동(행정:보람동) 629-4,127.290238,36.47791,20,9,5,4,22,31,"학하로, 복용동, 온천1동, 온천동, 유성구, 대전, 34213, 대한민국",세종특별자치시,23
12162,20/09/08 18:40:18,401,세종특별자치시 세종시 연동면 응암리(행정:연동면) 738-5,127.349376,36.535556,20,9,8,18,40,18,"삼성교, 구령리, 아산시, 충청남도, 31456, 대한민국",세종특별자치시,4
12164,20/09/08 17:06:08,401,세종특별자치시 세종시 조치원읍 원리(행정:조치원읍) ,127.297825,36.600548,20,9,8,17,6,8,"자성정형외과의원, 원성2교길, 영성동, 동남구, 천안시, 충청남도, 31131, 대한민국",세종특별자치시,25
12171,20/09/08 16:13:01,401,세종특별자치시 세종시 아름동(행정:아름동) 1287,127.248413,36.512308,20,9,8,16,13,1,"봉서5길, 쌍용1동, 쌍용동, 서북구, 천안시, 충청남도, 31149, 대한민국",세종특별자치시,33
12175,20/09/08 00:40:09,401,세종특별자치시 세종시 조치원읍 침산리(조치원읍) 240-5,127.29360565,36.60352837,20,9,8,0,40,9,"평택항만길, 포승읍, 평택시, 경기도, 17962, 대한민국",세종특별자치시,18
